StudyHours,Attendance,InternalMarks,PreviousScore,TotalMarks,Result
5.56,55.78,22.01,63.58,120.48,1
1.52,55.48,12.69,58.55,79.62,1
4.75,97.16,17.82,82.9,135.54,1
5.56,61.08,29.43,81.66,142.77,1
2.8,82.86,17.02,30.57,90.76,1
3.06,82.56,27.36,25.72,105.28,1
4.08,48.59,11.86,40.62,82.02,1
0.69,70.03,16.68,89.06,101.7,1
3.56,92.6,17.02,21.51,94.68,1
2.51,63.26,11.03,67.1,90.46,1
3.61,96.16,12.38,62.6,109.99,1
1.64,45.01,13.86,65.26,81.26,1
8.96,35.19,26.76,35.28,125.62,1
6.14,92.4,11.27,35.87,108.64,1
6.95,89.34,15.97,50.14,126.46,1
8.0,99.48,10.2,26.71,116.45,1
5.24,77.56,23.91,25.22,110.94,1
1.33,95.57,22.41,26.19,92.92,1
5.6,87.89,22.9,60.11,133.16,1
6.07,89.11,17.49,47.84,122.22,1
7.58,69.84,14.17,40.55,114.95,1
4.6,56.77,24.41,42.11,107.98,1
1.71,95.42,26.22,34.51,105.01,1
3.2,60.25,12.77,48.81,86.86,1
3.95,67.72,19.74,34.21,97.5,1
6.64,61.23,14.97,68.86,121.22,1
5.92,69.54,13.36,28.68,97.72,1
3.88,62.94,24.69,86.38,128.68,1
9.87,33.36,20.76,26.29,116.85,1
6.25,91.74,14.32,86.04,138.7,1
2.75,61.11,16.2,78.33,104.41,1
1.47,71.23,29.33,67.65,115.13,1
1.95,39.74,26.97,83.86,109.98,1
2.84,30.24,27.6,29.75,85.41,1
2.03,47.17,19.2,32.34,76.02,1
2.27,79.32,22.48,37.65,97.89,1
3.21,36.94,17.54,37.14,78.92,1
2.15,93.62,11.55,41.76,88.55,1
9.02,45.05,18.02,60.29,129.32,1
1.26,44.32,21.88,21.97,69.09,1
5.48,42.71,15.74,46.76,96.95,1
4.4,30.98,26.96,37.25,97.86,1
9.83,84.03,13.02,62.46,143.35,1
1.56,91.25,17.34,88.96,116.35,1
4.28,72.99,12.5,56.24,101.75,1
9.71,43.17,18.1,49.8,127.58,1
8.72,49.97,10.79,45.78,111.38,1
8.26,63.31,15.45,74.95,135.53,1
2.95,96.8,18.01,25.04,95.96,1
2.12,47.31,19.56,87.18,104.57,1
6.85,81.22,20.87,49.25,129.52,1
9.33,60.76,15.5,41.96,124.51,1
5.79,50.85,20.46,88.18,129.86,1
5.93,61.91,20.18,85.51,133.37,1
3.16,34.98,16.32,64.94,89.9,1
7.81,85.91,26.6,21.3,131.77,1
2.28,47.03,20.91,72.4,100.06,1
3.57,80.78,16.65,43.49,100.45,1
4.54,34.78,28.95,47.18,108.17,1
5.32,96.86,26.9,31.11,126.57,1
2.8,43.51,29.65,56.64,107.0,1
1.59,91.79,23.84,72.12,118.08,1
6.3,86.66,17.56,39.11,118.36,1
3.24,97.75,15.62,85.71,124.82,1
6.02,63.45,23.27,33.63,113.22,1
1.97,80.92,29.62,24.64,100.94,1
5.07,55.95,22.53,65.11,119.15,1
5.56,42.91,27.63,79.45,131.69,1
0.99,61.02,16.58,86.72,98.58,1
3.7,41.6,18.14,73.7,102.9,1
1.78,98.74,28.13,33.98,109.36,1
1.1,36.74,25.14,88.44,103.23,1
9.9,71.24,29.63,84.36,174.52,1
3.56,73.85,25.5,31.42,104.86,1
8.19,67.67,18.97,59.12,134.22,1
2.92,76.35,20.62,58.89,108.44,1
6.97,38.13,28.01,50.98,124.58,1
7.72,68.85,21.03,88.9,149.86,1
6.16,50.1,15.11,24.17,91.75,1
4.98,95.81,18.71,63.9,128.22,1
4.41,83.35,20.33,34.37,107.48,1
3.81,98.08,11.93,56.91,108.44,1
9.33,32.63,24.88,74.58,143.64,1
8.39,49.96,12.19,37.27,107.24,1
9.67,43.68,18.1,47.54,126.41,1
1.68,30.78,26.09,86.55,104.8,1
7.44,46.96,19.35,73.3,129.1,1
9.41,77.51,26.84,60.09,157.77,1
2.22,46.18,16.84,35.54,74.82,1
1.13,65.63,29.15,49.77,101.64,1
7.54,92.15,14.19,74.18,140.48,1
5.96,78.56,10.77,77.44,122.06,1
8.5,57.62,27.45,37.12,133.78,1
1.83,56.07,25.04,66.34,104.14,1
8.06,61.9,14.64,26.65,108.41,1
2.42,42.39,29.69,21.62,86.82,1
2.05,74.38,20.05,58.41,101.33,1
2.06,55.49,29.02,35.71,95.94,1
8.24,89.67,20.1,25.52,128.22,1
6.82,82.96,19.44,71.09,138.81,1
5.47,72.74,18.98,54.86,117.82,1
3.91,55.49,16.7,75.74,108.58,1
8.83,44.7,20.67,66.48,135.11,1
4.23,84.33,19.05,71.09,123.23,1
8.26,64.05,10.73,41.52,112.04,1
4.67,45.73,15.21,38.43,88.34,1
4.08,43.66,14.26,62.06,94.36,1
4.9,41.58,27.35,34.01,104.06,1
3.36,84.4,21.98,77.08,125.43,1
7.6,46.03,25.27,56.6,130.22,1
5.28,66.86,29.14,35.89,120.08,1
2.71,61.61,22.88,63.76,107.1,1
9.05,70.57,29.65,86.15,170.08,1
4.15,91.4,16.24,25.75,98.7,1
5.66,90.74,13.73,27.65,104.68,1
9.11,61.58,18.07,79.07,145.93,1
6.43,31.08,19.42,27.67,93.98,1
1.61,59.85,27.91,22.76,86.84,1
9.43,72.43,21.2,44.36,139.53,1
6.46,69.04,15.84,52.67,116.47,1
3.68,75.59,24.85,59.86,119.52,1
1.82,40.79,20.12,55.51,85.17,1
8.04,75.26,13.24,83.92,140.16,1
6.39,42.79,21.54,73.81,124.67,1
5.57,82.54,28.23,88.87,153.22,1
8.99,53.74,26.85,53.35,142.39,1
7.99,79.69,21.74,25.9,125.38,1
1.94,33.35,17.54,86.89,94.74,1
3.46,58.55,11.74,20.29,71.94,1
2.86,79.35,19.39,74.33,115.15,1
7.57,45.88,25.04,22.19,112.43,1
0.82,85.67,17.21,73.28,101.64,1
5.91,74.15,14.71,85.66,130.01,1
7.74,71.13,28.63,47.25,141.46,1
8.83,54.75,26.43,36.87,132.96,1
3.75,63.77,22.77,35.84,100.08,1
8.3,71.81,12.74,54.42,124.84,1
1.55,63.07,12.9,31.96,69.86,1
8.54,78.88,12.06,67.1,134.43,1
1.71,60.36,22.33,45.78,90.79,1
4.27,44.16,12.31,42.62,83.06,1
8.07,44.98,26.85,52.29,132.83,1
1.92,30.41,29.86,57.98,97.46,1
2.68,51.07,17.33,29.94,77.47,1
7.36,82.42,19.07,69.54,140.5,1
7.34,85.59,24.23,81.81,155.53,1
6.59,44.17,28.74,39.46,120.05,1
7.09,97.13,27.88,32.63,139.53,1
5.66,65.17,11.15,73.24,113.37,1
2.89,94.19,13.38,32.85,91.51,1
3.78,79.47,25.09,22.89,103.55,1
2.23,80.57,23.78,63.35,112.95,1
9.13,35.95,12.66,36.78,106.54,1
6.04,45.4,20.04,32.03,100.48,1
4.31,30.62,25.62,88.71,120.89,1
4.89,80.13,14.38,40.43,103.18,1
9.5,54.11,27.43,83.24,161.41,1
1.96,85.07,11.06,32.48,78.62,1
6.07,53.73,25.64,77.33,135.04,1
5.31,87.35,22.32,55.14,127.85,1
6.31,39.15,16.3,25.5,90.72,1
0.67,42.14,24.42,71.35,93.18,1
8.79,53.86,25.65,82.45,153.98,1
9.36,58.59,28.68,31.41,138.32,1
5.87,54.41,17.36,70.79,118.42,1
7.12,83.46,23.72,51.15,137.26,1
9.26,36.79,22.05,72.77,139.74,1
7.22,54.59,20.5,69.97,130.89,1
1.95,88.61,27.81,21.86,99.79,1
5.97,34.68,10.06,32.51,81.04,1
6.26,95.96,15.64,52.97,125.89,1
4.53,99.04,20.77,85.35,140.63,1
7.5,36.2,13.57,43.95,101.81,1
9.38,50.39,28.16,64.02,150.69,1
9.29,56.07,22.95,20.85,123.02,1
4.78,84.35,19.56,69.78,126.65,1
1.58,71.71,26.29,62.21,108.7,1
9.86,75.11,19.02,70.08,152.77,1
8.47,83.03,21.17,83.33,157.45,1
1.68,38.26,10.06,30.25,55.6,1
9.25,88.32,17.31,38.31,135.95,1
8.76,79.39,12.78,89.7,148.34,1
5.43,70.41,23.79,30.94,111.9,1
6.12,92.28,19.58,70.44,138.22,1
4.29,79.02,16.04,70.76,116.79,1
1.02,44.12,19.36,67.81,86.71,1
3.68,60.08,14.19,35.92,85.36,1
8.13,64.58,28.5,35.06,134.89,1
0.54,33.87,11.08,66.64,66.73,1
3.67,96.82,27.31,33.04,118.23,1
4.28,39.0,20.23,66.31,104.78,1
5.61,78.82,22.38,54.48,126.0,1
9.24,65.44,16.05,47.06,129.22,1
3.79,31.79,29.33,41.02,99.96,1
3.8,94.73,15.64,86.33,127.32,1
7.51,89.63,21.78,55.57,141.37,1
4.8,66.7,29.87,59.29,129.93,1
2.63,46.03,27.62,86.45,118.85,1
4.8,38.51,20.73,65.77,108.18,1
1.84,55.44,29.81,87.05,121.46,1
2.18,47.88,24.03,27.45,82.0,1
5.23,65.47,14.17,79.26,118.45,1
4.48,97.65,18.11,43.48,114.84,1
9.19,70.25,16.69,76.73,146.64,1
3.94,92.3,16.88,79.89,125.82,1
6.02,75.56,25.21,39.0,123.66,1
6.51,63.27,21.69,48.62,121.21,1
0.62,89.82,10.76,70.82,91.2,1
6.8,63.0,27.55,26.93,120.79,1
2.19,90.8,15.94,72.89,109.82,1
9.63,50.41,29.94,27.73,136.72,1
1.91,39.02,29.08,84.01,112.69,1
4.44,89.87,28.81,39.34,125.47,1
1.31,71.12,26.22,60.29,105.78,1
9.97,92.24,14.41,28.2,132.43,1
5.27,95.65,20.65,38.86,120.28,1
6.16,33.75,14.49,48.28,96.34,1
1.14,65.07,15.19,54.09,82.7,1
7.62,56.25,22.22,20.0,111.55,1
2.49,73.81,10.82,82.21,101.8,1
9.03,85.55,29.39,20.54,142.76,1
2.45,49.64,28.37,74.16,114.19,1
2.31,68.98,17.62,52.94,94.35,1
0.85,79.61,20.31,56.67,95.74,1
4.98,39.41,19.32,34.58,91.91,1
5.87,86.98,27.64,62.52,142.73,1
1.12,72.43,23.77,57.61,100.15,1
7.87,96.47,15.56,31.5,124.9,1
4.81,53.77,18.94,36.67,97.11,1
5.48,37.57,18.58,24.68,88.12,1
4.69,65.46,29.19,24.64,110.43,1
4.31,36.01,13.51,20.96,71.01,1
5.82,97.87,11.79,35.43,109.47,1
1.97,32.71,27.61,67.58,100.11,1
2.23,82.75,27.93,42.14,109.44,1
8.69,66.76,27.43,43.99,141.98,1
9.49,55.8,20.22,29.23,124.2,1
4.05,34.61,23.19,60.28,103.07,1
3.07,73.55,21.27,43.95,101.72,1
6.62,70.97,11.39,67.34,118.86,1
4.38,49.66,21.92,71.9,114.97,1
0.74,93.72,10.27,60.93,87.8,1
1.98,51.29,16.5,39.32,76.81,1
7.3,61.48,28.65,55.6,139.17,1
6.76,68.06,16.08,37.64,110.72,1
0.76,37.02,28.8,83.2,104.17,1
2.61,95.25,15.0,73.65,113.08,1
2.7,56.22,16.29,54.51,90.38,1
6.88,35.65,22.57,87.58,133.18,1
0.69,57.11,25.23,58.27,93.96,1
1.49,72.01,20.03,43.0,89.29,1
8.1,65.96,27.64,26.68,129.78,1
2.2,78.62,10.8,58.06,89.88,1
6.7,33.88,28.44,80.23,136.53,1
2.76,49.92,13.93,80.67,97.76,1
1.44,87.35,27.68,62.32,116.26,1
2.81,35.59,18.02,47.54,81.9,1
7.36,89.88,26.66,65.52,152.86,1
8.63,36.43,23.43,73.35,138.17,1
8.39,88.41,13.52,48.81,130.39,1
4.27,55.26,28.36,53.34,116.93,1
6.85,72.85,14.91,67.64,126.42,1
2.45,40.7,14.88,81.37,93.99,1
3.28,34.63,26.28,75.37,110.64,1
9.02,45.12,12.12,21.57,101.13,1
0.62,38.95,14.44,28.71,55.32,1
1.31,51.87,20.07,79.69,98.56,1
2.47,66.01,26.61,78.37,120.32,1
0.75,71.21,12.95,47.22,76.02,1
2.22,85.29,20.95,60.9,109.31,1
6.04,75.94,24.22,83.41,144.65,1
4.5,72.61,27.21,83.81,138.76,1
8.98,58.82,28.71,74.82,157.88,1
8.27,63.17,25.69,34.67,130.76,1
3.75,59.02,23.06,71.12,116.26,1
2.96,88.95,18.67,27.08,94.88,1
4.11,46.1,12.24,82.58,102.75,1
6.11,30.4,24.19,30.44,100.33,1
3.05,75.59,29.85,66.36,126.49,1
6.43,44.17,24.74,62.72,124.72,1
4.39,92.31,10.33,74.38,115.95,1
5.74,90.13,19.93,58.61,129.69,1
4.64,35.37,22.29,24.17,87.51,1
3.3,37.45,23.79,69.41,105.17,1
9.51,64.66,24.39,46.82,142.92,1
7.75,72.65,21.16,42.42,128.51,1
1.83,49.24,14.47,89.42,97.09,1
8.75,80.18,28.84,61.33,158.5,1
5.13,71.64,23.93,69.75,130.21,1
9.0,52.74,14.74,56.84,125.63,1
8.1,31.78,16.45,73.9,122.94,1
4.54,82.51,28.44,72.65,139.23,1
0.71,45.03,27.75,66.0,96.9,1
3.05,88.41,18.1,89.84,125.73,1
5.65,59.42,10.77,52.19,99.92,1
6.52,70.4,10.97,69.43,118.45,1
2.95,91.11,15.68,75.84,115.58,1
1.82,90.45,22.58,46.32,104.13,1
8.43,56.01,21.68,52.0,131.5,1
9.85,44.62,22.68,87.84,154.89,1
5.49,84.26,24.35,22.26,114.3,1
2.13,60.32,10.38,43.47,74.21,1
3.09,43.44,12.1,54.03,81.08,1
0.67,93.31,17.19,20.1,77.18,1
9.19,43.87,13.1,82.94,133.81,1
1.62,31.81,11.51,40.04,59.73,1
5.98,31.42,22.82,38.04,101.7,1
3.1,73.56,26.31,77.42,126.2,1
5.76,76.32,25.05,39.46,122.39,1
6.69,51.77,26.34,66.03,133.37,1
8.38,52.4,23.32,77.51,144.98,1
2.46,53.76,24.71,75.47,111.06,1
0.6,77.61,15.44,74.74,95.17,1
1.8,34.07,29.86,26.2,82.32,1
9.05,95.04,13.66,25.59,125.6,1
8.8,45.58,14.29,41.47,113.2,1
6.18,99.98,15.78,22.52,112.0,1
6.2,42.01,29.51,55.03,125.78,1
6.82,84.01,29.77,47.63,142.99,1
2.17,45.64,25.9,58.99,99.62,1
9.19,35.66,22.58,40.92,123.73,1
4.48,91.25,20.4,54.0,120.98,1
4.14,90.11,29.41,43.43,126.71,1
5.43,58.25,23.91,33.66,108.58,1
0.95,79.17,28.89,65.46,113.43,1
2.08,68.99,16.33,67.14,98.14,1
7.51,89.71,16.68,78.05,144.99,1
1.29,52.05,27.09,81.23,109.81,1
6.23,66.66,13.0,69.31,118.2,1
2.83,63.98,28.92,68.12,120.01,1
4.2,54.77,20.15,23.97,89.32,1
3.24,92.4,28.53,27.68,113.04,1
3.88,41.61,16.74,76.88,103.47,1
7.33,40.47,24.32,36.31,114.8,1
3.32,70.38,19.66,44.89,100.01,1
5.88,76.02,22.54,30.17,114.58,1
5.02,43.62,20.09,33.66,94.53,1
6.8,57.35,29.34,74.28,144.89,1
9.4,96.26,23.84,38.33,149.83,1
7.46,47.26,15.03,51.43,111.92,1
2.54,76.79,28.19,30.62,103.55,1
0.8,81.81,15.88,67.46,95.07,1
2.99,61.37,17.43,70.98,104.12,1
6.15,95.63,12.04,45.32,115.87,1
0.99,81.57,28.0,74.93,118.03,1
5.22,62.05,15.72,36.79,98.12,1
6.17,69.85,15.18,68.43,121.94,1
3.68,78.48,28.41,71.1,131.64,1
7.82,71.45,26.11,87.81,158.57,1
1.51,91.51,12.82,36.26,83.02,1
1.21,54.98,25.39,26.56,80.62,1
7.42,50.99,28.26,38.41,126.51,1
5.21,44.97,11.57,28.6,80.9,1
7.04,32.64,26.5,31.88,110.99,1
4.63,33.01,20.95,43.39,94.1,1
2.84,90.9,23.38,48.98,112.96,1
8.28,77.49,19.86,83.26,152.1,1
8.09,76.24,23.96,33.69,131.82,1
7.1,73.02,10.68,88.02,131.84,1
3.09,89.45,25.25,76.71,130.55,1
6.11,63.62,10.67,81.7,118.96,1
3.93,90.93,19.11,85.06,131.15,1
1.37,55.16,13.02,72.73,86.18,1
9.21,94.87,26.47,75.21,170.52,1
1.8,78.91,16.27,50.65,92.09,1
9.53,48.0,19.08,55.73,132.86,1
4.74,69.49,18.58,85.27,126.74,1
2.26,67.31,25.45,46.48,101.9,1
5.65,39.65,19.62,22.94,90.66,1
8.79,71.39,25.78,73.39,156.66,1
7.46,52.03,11.47,60.12,112.84,1
8.16,33.66,13.83,77.04,121.69,1
6.76,96.41,21.03,25.29,123.31,1
7.08,74.9,28.94,63.49,147.6,1
8.57,91.38,11.5,37.34,123.89,1
2.87,77.32,10.86,83.23,106.05,1
5.15,54.99,13.13,27.69,86.44,1
2.6,65.89,22.82,79.01,115.69,1
9.88,77.3,17.98,26.2,130.27,1
9.47,97.22,26.51,21.76,146.35,1
0.87,47.76,11.44,36.45,59.71,1
7.2,91.25,13.93,43.31,122.25,1
9.29,94.69,16.0,63.86,149.55,1
2.22,76.93,22.53,29.22,92.5,1
5.9,95.19,23.7,50.61,134.33,1
9.2,57.85,12.48,34.3,114.21,1
0.82,96.71,28.88,79.87,126.86,1
7.13,79.19,16.82,23.15,111.26,1
3.32,32.94,24.26,44.92,91.95,1
9.28,93.48,20.48,64.2,155.89,1
9.73,63.91,14.46,83.92,147.59,1
9.47,62.22,26.92,80.76,162.47,1
5.01,69.65,26.36,82.66,138.79,1
8.69,40.46,17.92,24.4,107.4,1
8.52,62.84,21.77,78.86,148.34,1
3.53,88.18,15.16,74.59,116.49,1
8.37,31.08,23.8,83.17,139.94,1
0.85,49.1,16.18,41.81,69.92,1
6.16,30.17,26.88,83.82,131.26,1
2.69,59.1,14.35,48.18,85.4,1
1.65,80.98,10.3,64.39,89.94,1
1.23,85.91,15.37,49.69,89.64,1
7.11,96.16,13.82,49.94,126.82,1
3.73,72.6,20.17,58.26,110.8,1
7.39,47.82,14.07,44.91,107.03,1
1.12,94.69,25.26,75.49,120.23,1
3.5,84.27,14.83,64.35,109.13,1
5.63,70.21,24.14,68.28,132.21,1
8.01,78.69,21.57,36.17,129.98,1
3.53,94.7,29.72,87.87,147.57,1
6.45,79.87,30.0,66.21,148.75,1
8.92,55.79,27.39,33.8,133.82,1
6.35,79.91,25.2,72.53,144.13,1
2.71,32.82,17.73,32.16,72.06,1
0.73,57.05,25.07,24.44,77.03,1
8.77,58.44,29.13,56.93,148.16,1
0.7,41.68,10.47,58.75,65.95,1
8.81,31.62,20.76,33.23,113.26,1
5.52,39.34,14.36,44.39,92.59,1
9.42,75.82,21.16,86.2,161.69,1
8.09,86.16,19.33,39.95,131.97,1
9.98,99.17,21.52,30.89,147.27,1
3.83,54.25,21.02,89.48,120.95,1
7.79,71.96,29.2,41.16,139.9,1
4.32,95.6,21.04,67.62,129.53,1
5.06,41.69,26.92,36.21,105.52,1
6.46,80.24,16.4,58.51,124.71,1
8.8,82.85,18.76,47.04,137.6,1
9.85,36.23,19.41,87.31,146.36,1
7.8,90.29,15.57,50.3,131.42,1
4.47,86.92,17.6,60.89,118.43,1
4.5,32.34,21.97,86.13,115.96,1
7.51,36.38,21.6,89.25,136.64,1
2.77,33.44,22.73,27.12,77.65,1
1.55,53.43,17.04,78.4,95.43,1
3.87,65.65,16.32,46.75,97.34,1
3.23,67.26,22.23,61.64,110.45,1
3.31,48.74,12.66,46.25,81.47,1
2.72,93.81,15.06,48.08,100.47,1
0.9,55.78,10.84,31.12,59.53,1
0.67,33.19,11.45,60.09,64.52,1
9.88,51.02,14.87,58.27,131.13,1
4.56,67.18,10.39,33.25,86.44,1
4.15,58.58,14.91,57.92,99.66,1
6.96,49.17,23.1,88.12,140.14,1
2.57,39.19,11.22,70.01,82.93,1
9.52,87.34,18.73,53.67,146.99,1
7.97,99.73,28.26,84.13,172.17,1
1.35,53.07,25.83,60.27,98.21,1
4.47,56.71,16.11,29.45,88.39,1
8.85,73.26,28.5,58.33,154.32,1
9.47,80.29,16.59,32.67,130.16,1
4.94,57.44,11.45,73.73,106.66,1
6.33,93.35,29.88,87.7,163.99,1
2.09,69.2,27.4,45.26,103.95,1
9.92,61.53,19.32,50.44,138.33,1
2.7,75.27,23.33,49.5,106.05,1
9.46,96.7,23.42,39.97,150.56,1
6.67,85.62,13.89,75.59,132.9,1
6.27,32.8,14.0,63.24,103.36,1
5.37,53.26,19.39,24.48,94.85,1
2.69,62.94,28.23,78.72,123.02,1
2.18,52.02,10.2,33.1,65.74,1
2.59,79.01,25.65,88.54,129.89,1
2.27,87.84,11.15,46.37,88.67,1
7.91,81.19,19.56,63.15,140.85,1
3.83,99.25,22.76,25.45,109.54,1
1.05,49.08,23.74,44.13,83.61,1
9.71,91.25,11.17,76.16,149.6,1
8.9,83.66,18.37,53.4,141.12,1
9.31,55.35,21.68,83.32,152.18,1
9.95,81.39,11.32,60.26,139.37,1
2.15,37.29,12.7,85.0,89.37,1
4.26,85.25,23.27,88.78,138.95,1
7.7,67.26,20.43,51.77,129.63,1
7.11,50.46,13.24,59.56,112.48,1
1.96,75.9,20.7,78.44,112.39,1
8.25,74.91,28.25,35.51,139.59,1
2.63,44.66,10.31,80.31,89.26,1
2.63,32.13,22.85,61.43,93.62,1
5.6,60.35,11.47,70.79,110.34,1
6.13,69.87,10.13,25.59,92.72,1
6.01,91.36,13.01,73.63,128.93,1
1.37,94.98,18.46,41.76,94.78,1
8.84,67.02,26.05,76.37,157.11,1
3.02,82.77,15.64,55.64,102.51,1
1.73,60.75,22.51,39.22,88.06,1
8.94,82.23,18.22,86.69,157.21,1
9.58,44.34,14.69,73.55,134.03,1
8.69,55.97,20.28,89.0,149.45,1
8.19,74.4,25.95,45.51,140.58,1
6.72,31.27,26.65,65.45,125.53,1
5.73,80.57,26.93,62.81,138.41,1
1.33,88.49,16.77,68.13,102.6,1
4.38,57.94,25.87,22.68,99.6,1
4.04,61.36,14.24,40.42,90.35,1
2.97,89.59,24.77,83.65,132.64,1
7.37,84.3,28.97,49.67,146.23,1
5.21,50.17,10.27,87.25,110.36,1
1.27,52.68,18.81,34.95,74.38,1
2.59,77.52,22.96,89.82,125.9,1
6.99,69.42,24.04,68.83,140.18,1
1.22,41.36,13.52,74.35,81.32,1
8.59,51.7,29.44,47.78,140.27,1
5.2,93.0,22.31,83.49,143.61,1
5.07,78.17,13.29,58.18,110.71,1
6.13,99.02,10.41,67.67,125.84,1
8.33,83.69,25.67,26.64,135.28,1
3.8,95.94,11.59,64.22,110.67,1
6.94,45.13,12.82,81.54,119.69,1
5.87,84.0,21.5,32.48,117.31,1
3.04,31.42,22.07,71.64,99.73,1
8.85,76.95,23.74,21.78,130.38,1
8.08,62.85,17.87,84.83,142.84,1
6.76,54.27,25.48,88.8,144.89,1
8.58,90.37,29.49,44.79,154.26,1
8.74,89.8,15.42,27.5,125.24,1
7.23,31.56,24.06,66.1,125.14,1
8.45,72.67,28.57,22.09,133.67,1
7.13,55.75,23.73,53.77,127.56,1
6.96,59.1,23.62,39.02,120.34,1
6.38,88.24,14.48,53.13,121.86,1
7.65,51.69,20.7,21.28,108.27,1
2.01,96.01,21.25,23.61,94.14,1
8.87,42.57,24.0,21.12,116.81,1
8.78,76.39,29.94,63.34,159.82,1
0.78,77.05,10.67,59.21,81.11,1
8.35,47.65,11.3,36.32,104.27,1
1.72,52.73,11.56,65.27,81.39,1
3.68,88.44,24.86,81.89,135.69,1
7.56,83.33,12.73,39.41,117.49,1
2.03,53.04,22.45,78.24,106.19,1
8.27,67.38,16.49,66.38,134.5,1
8.41,34.32,19.15,22.37,104.1,1
5.32,44.61,14.31,46.26,94.36,1
0.56,64.01,27.32,55.54,97.71,1
3.23,36.02,21.72,71.22,101.98,1
6.36,89.03,28.89,40.1,137.16,1
9.82,80.26,21.49,88.79,167.65,1
6.5,96.05,12.48,67.92,130.1,1
2.97,78.54,13.42,46.1,92.42,1
6.52,95.83,29.78,26.79,135.52,1
5.63,68.82,24.51,32.7,114.42,1
7.91,72.02,10.99,54.13,119.82,1
1.52,98.39,24.08,54.63,111.91,1
7.73,74.95,18.24,73.74,140.59,1
5.64,32.16,16.14,70.83,106.33,1
9.65,80.67,13.08,34.09,126.83,1
3.75,93.38,26.8,61.65,130.88,1
6.51,85.69,11.28,21.44,100.98,1
9.35,70.87,15.8,47.9,132.1,1
1.47,76.99,16.13,73.49,100.56,1
9.4,99.31,13.22,47.97,139.94,1
7.03,36.35,20.16,78.49,126.21,1
1.14,76.71,10.23,88.33,97.03,1
3.36,49.84,16.02,62.5,95.38,1
7.23,74.81,28.67,30.15,131.38,1
1.14,72.53,16.21,46.58,83.46,1
6.03,40.74,17.21,20.66,88.62,1
3.79,44.47,19.46,62.19,100.81,1
6.4,73.51,21.23,77.51,138.4,1
0.93,38.98,26.17,64.1,92.48,1
8.78,48.56,13.81,75.03,130.33,1
9.75,88.47,27.43,75.99,173.03,1
9.7,52.9,25.15,79.57,156.87,1
7.62,64.16,24.45,38.67,127.39,1
1.74,95.88,11.74,80.99,106.9,1
7.7,45.9,10.43,65.79,113.1,1
0.73,57.27,21.88,40.28,80.25,1
0.71,72.45,27.26,89.11,118.68,1
3.57,82.87,21.69,86.51,130.36,1
5.14,93.12,14.26,60.21,119.58,1
7.82,94.08,11.81,79.02,141.78,1
6.99,84.36,23.99,38.3,130.82,1
4.74,45.98,24.44,49.12,108.05,1
3.1,31.74,13.45,32.88,67.91,1
9.97,56.86,10.56,56.41,126.61,1
4.55,39.91,18.17,54.72,97.88,1
4.79,79.73,21.65,34.9,110.56,1
2.05,76.28,24.12,67.1,112.54,1
8.05,33.08,26.2,28.25,114.96,1
7.09,88.56,22.21,24.32,123.44,1
2.6,47.41,12.22,46.94,76.36,1
1.28,60.26,23.65,48.69,91.6,1
6.96,76.76,29.68,42.38,138.17,1
6.72,60.06,28.11,38.06,125.54,1
3.1,60.89,27.43,43.71,105.96,1
9.53,34.59,16.04,31.44,110.8,1
1.94,58.1,25.02,48.24,96.53,1
4.61,83.54,27.02,83.32,143.27,1
9.46,94.06,23.57,35.71,147.59,1
4.49,58.94,15.01,67.91,106.99,1
6.57,59.65,29.08,29.92,121.86,1
4.28,79.18,19.02,44.77,108.27,1
3.11,95.99,12.6,42.48,97.2,1
9.85,48.69,12.2,85.59,139.67,1
4.39,60.81,22.95,49.96,110.07,1
8.99,85.72,18.75,68.33,150.52,1
2.68,72.68,11.89,62.17,94.07,1
2.52,37.74,24.81,29.87,82.37,1
0.8,73.94,25.99,85.77,116.25,1
6.69,43.07,24.51,44.21,116.24,1
4.0,65.72,14.05,23.13,82.93,1
8.71,67.04,23.8,41.03,135.29,1
5.0,91.33,10.21,43.49,103.59,1
9.7,62.37,16.1,26.49,120.54,1
2.26,49.56,17.98,63.4,92.05,1
8.75,46.17,26.7,44.27,133.15,1
7.88,91.2,17.81,64.04,142.5,1
7.82,41.97,10.23,20.47,89.29,1
8.53,59.81,17.05,88.74,145.05,1
7.73,43.1,19.98,31.94,109.56,1
6.45,84.13,28.98,66.15,148.9,1
1.75,63.21,28.82,70.1,114.06,1
0.81,54.58,13.62,32.01,63.13,1
9.25,55.28,13.7,27.82,112.07,1
6.36,89.65,13.27,30.68,109.27,1
8.07,68.76,25.78,37.28,133.23,1
5.07,80.25,10.12,31.78,93.59,1
1.61,92.79,12.54,67.18,99.18,1
1.69,93.12,20.76,49.46,103.26,1
7.01,53.0,14.95,57.65,114.51,1
4.59,96.67,11.85,23.31,95.64,1
2.4,31.74,17.2,80.29,93.04,1
5.17,56.38,15.48,31.94,92.76,1
1.11,92.71,20.22,45.21,96.68,1
6.03,49.22,29.58,25.03,112.75,1
3.06,49.12,12.49,29.58,71.53,1
8.08,51.18,17.45,66.61,128.43,1
3.45,72.86,28.64,68.48,127.04,1
4.82,60.68,27.54,67.39,128.2,1
0.61,80.87,17.89,58.65,92.17,1
1.19,92.64,23.98,86.68,123.51,1
4.23,77.19,11.76,55.5,101.65,1
